Date,High,Low,Open,Close,Volume,Adj Close
2016-11-01,503.3999938964844,493.20001220703125,503.3999938964844,494.7250061035156,6332798.0,432.6654357910156
2016-11-02,493.75,490.0,492.3999938964844,490.5249938964844,5377194.0,428.9922790527344
2016-11-03,491.0,482.54998779296875,490.5249938964844,483.42498779296875,5225108.0,422.78289794921875
2016-11-04,489.6000061035156,480.5,483.5,485.5,6005548.0,424.59759521484375
2016-11-07,493.0,487.5,492.5,488.9750061035156,4537672.0,427.63671875
2016-11-08,493.875,485.29998779296875,493.45001220703125,491.29998779296875,5261108.0,429.6700744628906
2016-11-09,487.29998779296875,450.5,465.0,479.1499938964844,12764158.0,419.0441589355469
2016-11-10,481.25,467.5,481.25,469.70001220703125,7287330.0,410.7796325683594
2016-11-11,472.5,459.3500061035156,470.0,460.7749938964844,7096782.0,402.97418212890625
2016-11-15,469.9750061035156,454.2749938964844,462.0,461.7749938964844,9235850.0,403.8487548828125
2016-11-16,478.42498779296875,464.2749938964844,465.0,470.45001220703125,12222616.0,411.4355163574219
2016-11-17,474.5,463.20001220703125,467.125,464.8999938964844,5706730.0,406.5817565917969
2016-11-18,466.625,458.75,465.0,460.0,6040228.0,402.29644775390625
2016-11-21,463.45001220703125,453.4750061035156,463.45001220703125,455.54998779296875,7940568.0,398.40460205078125
2016-11-22,464.32501220703125,455.82501220703125,458.45001220703125,457.1000061035156,5483126.0,399.76019287109375
2016-11-23,461.45001220703125,456.2250061035156,461.04998779296875,460.125,8251786.0,402.4056701660156
2016-11-24,469.95001220703125,461.6499938964844,464.1000061035156,465.1499938964844,16780644.0,406.8004150390625
2016-11-25,492.5,465.2250061035156,465.2250061035156,488.75,12631380.0,427.43988037109375
2016-11-28,491.7250061035156,485.29998779296875,489.6499938964844,489.875,7365712.0,428.4237976074219
2016-11-29,492.3500061035156,483.54998779296875,489.3999938964844,486.29998779296875,6125506.0,425.2972717285156
2016-11-30,488.5,480.5249938964844,486.5,487.7749938964844,8500918.0,426.58721923828125
2016-12-01,491.7749938964844,483.5,488.0,487.79998779296875,4611590.0,426.6091003417969
2016-12-02,484.79998779296875,480.54998779296875,482.3999938964844,482.25,4453228.0,421.7552795410156
2016-12-05,484.29998779296875,479.0,482.95001220703125,480.82501220703125,3659576.0,420.5090637207031
2016-12-06,489.75,480.82501220703125,480.8999938964844,483.25,3562110.0,422.62982177734375
2016-12-07,486.5,480.1000061035156,484.0,483.20001220703125,3385980.0,422.58612060546875
2016-12-08,493.04998779296875,485.0249938964844,485.0249938964844,492.32501220703125,5941662.0,430.5664367675781
2016-12-09,504.07501220703125,490.75,492.5,494.67498779296875,8648384.0,432.6217041015625
2016-12-12,491.3999938964844,482.6000061035156,491.3999938964844,488.67498779296875,5345020.0,427.37432861328125
2016-12-13,496.42498779296875,485.54998779296875,490.25,495.1000061035156,4854282.0,432.9934387207031
2016-12-14,502.4750061035156,492.04998779296875,495.5,499.875,5382614.0,437.1694030761719
2016-12-15,509.4750061035156,494.5,498.70001220703125,496.17498779296875,7966416.0,433.93353271484375
2016-12-16,504.8500061035156,498.875,501.8999938964844,502.57501220703125,6436742.0,439.5307312011719
2016-12-19,504.125,497.04998779296875,503.04998779296875,502.32501220703125,4124134.0,439.31207275390625
2016-12-20,509.5,500.6499938964844,501.0,506.07501220703125,7636498.0,442.59161376953125
2016-12-21,511.0,499.125,508.0,500.7749938964844,7343976.0,437.9564514160156
2016-12-22,503.5,484.75,501.25,492.3500061035156,7060054.0,430.58837890625
2016-12-23,503.29998779296875,486.79998779296875,492.45001220703125,494.2250061035156,7306036.0,432.2281494140625
2016-12-26,497.0,487.54998779296875,494.0,491.375,3213828.0,429.7356872558594
2016-12-27,500.95001220703125,490.0,491.375,499.4750061035156,4912816.0,436.81951904296875
2016-12-28,504.8999938964844,497.5,501.4750061035156,499.25,5476816.0,436.6227722167969
2016-12-29,504.0,494.07501220703125,501.875,496.17498779296875,6240124.0,433.93353271484375
2016-12-30,506.0,496.375,499.0,505.29998779296875,7267768.0,441.9138488769531
2017-01-02,506.4750061035156,499.67498779296875,505.54998779296875,500.54998779296875,2335222.0,437.75970458984375
2017-01-03,502.45001220703125,491.0,502.04998779296875,496.92498779296875,6778482.0,434.58941650390625
2017-01-04,502.1000061035156,496.125,497.5249938964844,498.875,7073586.0,436.29486083984375
2017-01-05,504.75,494.375,500.79998779296875,498.07501220703125,8207074.0,435.59521484375
2017-01-06,499.42498779296875,484.0249938964844,497.45001220703125,486.125,14393448.0,425.1441955566406
2017-01-09,488.4750061035156,482.5,486.125,485.17498779296875,10545692.0,424.3133239746094
2017-01-10,490.5,483.9750061035156,488.5,485.2749938964844,11939854.0,424.4008483886719
2017-01-11,489.2250061035156,481.9750061035156,487.1000061035156,484.54998779296875,12241574.0,423.7667236328125
2017-01-12,502.20001220703125,488.7749938964844,488.7749938964844,500.0249938964844,11855740.0,437.3005676269531
2017-01-13,520.0,481.3500061035156,515.0,487.8999938964844,31276246.0,426.6965637207031
2017-01-16,482.7250061035156,476.2250061035156,482.5,477.82501220703125,12351372.0,417.8854064941406
2017-01-17,482.0,476.20001220703125,478.125,477.70001220703125,5560094.0,417.776123046875
2017-01-18,480.5,474.8999938964844,479.04998779296875,475.3999938964844,5952962.0,415.76458740234375
2017-01-19,479.79998779296875,474.04998779296875,475.5,479.04998779296875,8876480.0,418.9566955566406
2017-01-20,476.57501220703125,473.0,475.0,474.3500061035156,9124742.0,414.8463134765625
2017-01-23,479.0,470.0,472.5,476.3500061035156,7948580.0,416.595458984375
2017-01-24,475.0,470.04998779296875,475.0,472.7749938964844,6826010.0,413.4689025878906
2017-01-25,473.3999938964844,467.3999938964844,473.04998779296875,468.29998779296875,9978090.0,409.55523681640625
2017-01-27,473.7749938964844,450.57501220703125,466.92498779296875,471.07501220703125,10635138.0,411.9820861816406
2017-01-30,475.75,464.42498779296875,468.75,474.67498779296875,11369208.0,415.1305236816406
2017-01-31,470.75,452.17498779296875,470.75,464.29998779296875,24068534.0,406.0569763183594
2017-02-01,461.6000061035156,452.57501220703125,460.54998779296875,458.375,11531782.0,400.875244140625
2017-02-02,472.5,455.04998779296875,458.5,467.95001220703125,11828268.0,409.2491455078125
2017-02-03,470.45001220703125,460.5249938964844,466.8999938964844,468.04998779296875,8423958.0,409.3366394042969
2017-02-06,471.875,465.2749938964844,468.625,467.625,6727934.0,408.9649658203125
2017-02-07,474.8999938964844,464.2749938964844,466.5,471.125,9268002.0,412.0258483886719
2017-02-08,472.04998779296875,466.2250061035156,468.0,468.25,6319962.0,409.5115051269531
2017-02-09,475.0,468.2749938964844,468.5,473.0,11907266.0,413.6656799316406
2017-02-10,486.0,471.6499938964844,473.125,484.1499938964844,12252452.0,423.4169616699219
