Date,High,Low,Open,Close,Volume,Adj Close
2016-11-01,1199.8499755859375,1167.074951171875,1199.8499755859375,1175.0,2934776.0,1067.01708984375
2016-11-02,1172.0,1147.5,1170.5,1152.0250244140625,2325076.0,1046.1534423828125
2016-11-03,1167.5,1142.25,1147.0,1159.7249755859375,1463310.0,1053.145751953125
2016-11-04,1168.074951171875,1147.0,1160.0,1165.2750244140625,1183752.0,1058.18603515625
2016-11-07,1172.449951171875,1130.0250244140625,1168.949951171875,1138.5250244140625,2048052.0,1033.894287109375
2016-11-08,1153.5,1130.0,1140.2249755859375,1141.5999755859375,1933634.0,1036.6866455078125
2016-11-09,1137.5,1071.425048828125,1090.0,1084.925048828125,4500226.0,985.2200317382812
2016-11-10,1108.75,1070.4000244140625,1102.4000244140625,1077.7249755859375,2172426.0,978.6820678710938
2016-11-11,1073.5250244140625,1043.0999755859375,1073.5250244140625,1050.574951171875,2398424.0,954.0269165039062
2016-11-15,1078.7750244140625,1025.949951171875,1058.449951171875,1060.6500244140625,6290324.0,963.1761474609375
2016-11-16,1104.449951171875,1069.0,1072.550048828125,1094.800048828125,4019958.0,994.1878051757812
2016-11-17,1104.300048828125,1065.074951171875,1092.5,1068.5999755859375,2504688.0,970.395263671875
2016-11-18,1075.0,1052.0999755859375,1071.0,1062.550048828125,2140534.0,964.9014282226562
2016-11-21,1070.0,1052.5,1063.0999755859375,1066.449951171875,1793366.0,968.4429931640625
2016-11-22,1088.7249755859375,1061.0250244140625,1066.0,1067.5,1318860.0,969.3964233398438
2016-11-23,1081.4749755859375,1063.5999755859375,1074.5,1078.175048828125,1275808.0,979.0904541015625
2016-11-24,1103.800048828125,1068.5,1077.449951171875,1094.2249755859375,3026234.0,993.66552734375
2016-11-25,1153.625,1096.0999755859375,1106.0,1150.175048828125,4276148.0,1044.4736328125
2016-11-28,1159.7249755859375,1125.949951171875,1147.0,1141.300048828125,1924296.0,1036.414306640625
2016-11-29,1146.0,1126.2750244140625,1137.5,1129.925048828125,1442296.0,1026.0845947265625
2016-11-30,1147.375,1121.1500244140625,1132.5,1138.0250244140625,3445832.0,1033.4403076171875
2016-12-01,1145.0,1127.0250244140625,1138.5,1131.7249755859375,1123052.0,1027.7193603515625
2016-12-02,1135.4000244140625,1102.5999755859375,1129.0,1110.925048828125,1998032.0,1008.830810546875
2016-12-05,1118.925048828125,1085.0,1114.5,1093.0,2249526.0,992.5529174804688
2016-12-06,1101.9749755859375,1084.949951171875,1095.0,1091.175048828125,1593444.0,990.8956298828125
2016-12-07,1092.2249755859375,1072.824951171875,1091.0999755859375,1077.2750244140625,2065706.0,978.2732543945312
2016-12-08,1099.5,1080.0,1080.25,1097.875,3239546.0,996.9801025390625
2016-12-09,1109.949951171875,1086.6500244140625,1102.5,1097.625,1588718.0,996.753173828125
2016-12-12,1108.800048828125,1081.5,1097.4000244140625,1104.0999755859375,1311758.0,1002.6328735351562
2016-12-13,1109.0,1091.5,1109.0,1100.1500244140625,2147534.0,999.0458374023438
2016-12-14,1112.3499755859375,1094.5,1107.0,1103.800048828125,1870366.0,1002.3604125976562
2016-12-15,1136.050048828125,1101.0,1101.0,1129.6500244140625,4295410.0,1025.8349609375
2016-12-16,1145.0,1126.0,1138.5,1141.324951171875,1987230.0,1036.436767578125
2016-12-19,1148.8499755859375,1130.6500244140625,1140.0,1144.449951171875,1334210.0,1039.2745361328125
2016-12-20,1172.5,1143.5250244140625,1146.0,1169.6500244140625,2922760.0,1062.1591796875
2016-12-21,1171.9000244140625,1152.800048828125,1171.9000244140625,1156.800048828125,2034902.0,1050.48974609375
2016-12-22,1162.5,1143.0999755859375,1153.0,1153.8499755859375,1868300.0,1047.8109130859375
2016-12-23,1158.875,1139.4000244140625,1150.0,1144.050048828125,1118954.0,1038.911865234375
2016-12-26,1150.800048828125,1133.0,1133.0,1146.550048828125,897408.0,1041.1817626953125
2016-12-27,1165.0,1140.75,1140.75,1161.699951171875,1294692.0,1054.939697265625
2016-12-28,1174.949951171875,1151.574951171875,1163.3499755859375,1156.699951171875,1350418.0,1050.39892578125
2016-12-29,1179.949951171875,1151.5,1151.5,1175.8499755859375,1963516.0,1067.7891845703125
2016-12-30,1189.300048828125,1172.824951171875,1177.449951171875,1182.7750244140625,1405748.0,1074.0777587890625
2017-01-02,1187.550048828125,1176.199951171875,1183.300048828125,1180.675048828125,823132.0,1072.1707763671875
2017-01-03,1185.8499755859375,1171.6500244140625,1180.625,1184.125,1475324.0,1075.3038330078125
2017-01-04,1194.425048828125,1179.1500244140625,1184.8499755859375,1189.75,1420066.0,1080.4117431640625
2017-01-05,1194.9749755859375,1160.199951171875,1192.0,1167.199951171875,2216404.0,1059.9339599609375
2017-01-06,1164.675048828125,1128.550048828125,1160.5,1140.699951171875,3009896.0,1035.8695068359375
2017-01-09,1155.6500244140625,1128.5,1137.5,1151.8499755859375,1854578.0,1045.99462890625
2017-01-10,1164.9000244140625,1145.75,1152.0,1157.675048828125,1533914.0,1051.284423828125
2017-01-11,1164.800048828125,1140.0999755859375,1157.5,1162.199951171875,1931296.0,1055.3936767578125
2017-01-12,1180.0,1152.0,1162.199951171875,1172.175048828125,2570374.0,1064.451904296875
2017-01-13,1178.9749755859375,1118.925048828125,1174.0,1124.6500244140625,10235580.0,1021.294189453125
2017-01-16,1136.949951171875,1114.0,1125.0,1129.2750244140625,3364808.0,1025.494384765625
2017-01-17,1143.9000244140625,1126.4000244140625,1127.449951171875,1139.375,3009956.0,1034.666015625
2017-01-18,1149.0,1132.7249755859375,1139.0,1147.550048828125,3136574.0,1042.08984375
2017-01-19,1147.574951171875,1141.4749755859375,1147.5,1145.5,2251676.0,1040.228271484375
2017-01-20,1150.0,1132.5,1143.5,1142.675048828125,2037246.0,1037.6629638671875
2017-01-23,1156.75,1129.9000244140625,1132.5,1153.3499755859375,2318546.0,1050.34423828125
2017-01-24,1161.5,1145.0,1152.0,1159.175048828125,2282638.0,1055.649169921875
2017-01-25,1180.0,1159.0250244140625,1161.300048828125,1176.5,4111648.0,1071.426513671875
2017-01-27,1189.375,1172.5250244140625,1172.5250244140625,1178.9000244140625,2871658.0,1073.612060546875
2017-01-30,1175.9749755859375,1159.074951171875,1170.5,1166.449951171875,2577956.0,1062.2742919921875
2017-01-31,1166.0250244140625,1100.0250244140625,1160.0,1114.9000244140625,4666804.0,1015.3281860351562
2017-02-01,1119.9749755859375,1077.7750244140625,1110.0,1083.949951171875,4864152.0,987.1422729492188
2017-02-02,1109.5,1076.5,1085.0250244140625,1103.824951171875,6009482.0,1005.2423095703125
2017-02-03,1121.5,1095.5,1104.8499755859375,1116.2750244140625,2153372.0,1016.5805053710938
2017-02-06,1129.25,1107.4749755859375,1129.0,1120.375,2408910.0,1020.3146362304688
2017-02-07,1126.300048828125,1113.0,1122.0,1122.300048828125,1814638.0,1022.0673217773438
2017-02-08,1141.300048828125,1122.0250244140625,1122.449951171875,1135.4749755859375,2212584.0,1034.0657958984375
