Date,High,Low,Open,Close,Volume,Adj Close,Return,Change,Volatility,MA7,MA21,Momentum,MACD,Signal,Upper_band,Lower_band
2017-02-21,462.7999877929688,454.5,456.8999938964844,458.6499938964844,6875914,458.6499938964844,0.004,3.199981689453125,37.064446954153524,462.40714372907365,505.82142421177457,443.0,-20.95177818602548,-14.406727416793037,577.2009858105641,434.44186261298495
2017-02-22,466.70001220703125,455.7999877929688,460.25,460.0499877929688,7315280,460.0499877929688,-0.0,1.3999938964844318,36.98068056734046,455.94285801478793,502.36189923967635,449.95001220703125,-20.865661049460186,-15.69851414332647,575.2953488985469,429.4284495808058
2017-02-23,464.70001220703125,457.25,464.0,462.3500061035156,9492419,462.3500061035156,-0.004,2.300018310546818,36.596868974766416,453.12857491629467,498.59047154017856,452.45001220703125,-20.37692780316786,-16.634196875294748,571.2031270471225,425.9778160332346
2017-02-27,464.0,455.1000061035156,464.0,457.7999877929688,5510484,457.7999877929688,-0.013,-4.550018310546818,36.388154433976645,456.17857142857144,494.25237455822173,455.6499938964844,-20.124765862291042,-17.332310672694007,565.1051802315184,423.3995688849251
2017-02-28,460.0,454.1000061035156,460.0,456.75,5722402,456.75,-0.007,-1.0499877929688068,36.1230660975602,457.7142857142857,490.1952311197917,457.0499877929688,-19.78162073697149,-17.822172685549504,559.3129497578338,421.0775124817495
2017-03-01,455.8999938964844,448.0,455.8999938964844,449.45001220703125,8367579,449.45001220703125,-0.014,-7.29998779296875,36.200486060528426,457.2142857142857,486.249994187128,459.3500061035156,-19.869678474271666,-18.231673843293937,554.7288883003176,417.7711000739383
2017-03-02,467.8999938964844,453.20001220703125,457.8500061035156,461.70001220703125,13667695,461.70001220703125,0.008,12.25,35.48976813049958,458.10714285714283,483.3047572544643,454.7999877929688,-18.735026519458188,-18.332344378526788,550.3510755048716,416.258439004057
2017-03-03,466.8500061035156,458.6000061035156,463.2999877929688,459.95001220703125,7085620,459.95001220703125,-0.007,-1.75,34.83639676253625,458.29285975864957,479.38571021670384,453.75,-17.772150754069173,-18.220305653635265,541.3928209463729,417.3785994870348
2017-03-06,472.70001220703125,462.1000061035156,462.5,470.7999877929688,4036291,470.7999877929688,0.018,10.849975585937557,33.84524387273939,459.82857404436385,476.4952334449405,446.45001220703125,-15.949704158899635,-17.76618535468814,533.7783415306529,419.212125359228
2017-03-07,475.8999938964844,466.0499877929688,469.5,467.5499877929688,7114541,467.5499877929688,-0.004,-3.25,32.962844262458376,460.57142857142856,473.8738054547991,458.70001220703125,-14.599357633807813,-17.132819810512075,527.1970329505648,420.5505779590334
2017-03-08,469.6000061035156,461.1499938964844,469.3999938964844,462.7999877929688,5351597,462.7999877929688,-0.014,-4.75,32.238148369071695,461.2857142857143,470.87142508370533,456.95001220703125,-13.753936765045808,-16.457043201418823,518.7225276481919,423.0203225192188
2017-03-09,469.70001220703125,462.0,462.45001220703125,467.6000061035156,3837624,467.6000061035156,0.011,4.800018310546818,31.394073382767765,462.8357151576451,469.00475928896947,467.7999877929688,-12.551922523834833,-15.676019065902025,513.9387272464102,424.07079133152877
2017-03-10,471.8500061035156,465.1000061035156,471.0,469.1000061035156,5766815,469.1000061035156,-0.004,1.5,30.5464522416563,465.64285714285717,466.9119030180432,464.5499877929688,-11.347473502671448,-14.810309953255912,507.0699739508005,426.75383208528586
2017-03-14,483.0,468.45001220703125,481.0,469.75,6348198,469.75,-0.023,0.649993896484375,29.71663571270873,466.7928553989955,464.8595232282366,459.7999877929688,-10.222649559844683,-13.892777874573667,499.1309225857008,430.5881238707724
2017-03-15,476.5499877929688,470.6499938964844,475.0,473.45001220703125,4801312,473.45001220703125,-0.003,3.70001220703125,28.87181094289019,468.721426827567,463.1404767717634,464.6000061035156,-8.92972214014776,-12.900166727688486,491.02289206300895,435.2580614805179
2017-03-16,482.0,476.1499938964844,478.70001220703125,480.95001220703125,6272947,480.95001220703125,0.005,7.5,28.0549003880561,470.1714303152902,461.980954124814,466.1000061035156,-7.2166910034604825,-11.763471582842886,483.8837678577378,440.0781403918902
2017-03-17,484.20001220703125,471.70001220703125,481.3500061035156,476.5,6338248,476.5,-0.01,-4.45001220703125,27.260472109746434,471.4500034877232,461.7166689918155,466.75,-6.147317827375105,-10.64024083174933,482.71779300262017,440.7155449810108
2017-03-20,478.20001220703125,470.75,476.5499877929688,476.0,2871104,476.0,-0.001,-0.5,26.49800217505093,473.3357195172991,463.6000017438616,470.45001220703125,-5.279320976283998,-9.568056860656263,482.01933865289146,445.1806648348317
2017-03-21,478.0499877929688,470.6499938964844,478.0,473.75,4685410,473.75,-0.009,-2.25,25.77653748638306,474.2142900739397,464.9214303152902,477.95001220703125,-4.718590440799119,-8.598163576684835,481.96814625238665,447.87471437819374
2017-03-22,469.95001220703125,458.5,469.95001220703125,459.8999938964844,4695648,459.8999938964844,-0.021,-13.850006103515625,25.384592766699562,472.9000026157924,465.2523818243118,473.5,-5.330342326488278,-7.944599326645524,481.5775310515492,448.92723259707435
2017-03-23,477.0,461.2999877929688,461.2999877929688,472.8999938964844,8665384,472.8999938964844,0.025,13.0,24.705008119763885,473.3500017438616,466.0833333333333,473.0,-4.711853435487001,-7.29805014841382,482.086157572406,450.0805090942606
